time,reference,state
1.68,1328,2727.955
1.69,1328,2728.507
1.7,1328,2728.772
1.71,1328,2728.587
1.72,1328,2727.86
1.73,1328,2726.578
1.74,1328,2724.824
1.75,1328,2722.758
1.76,1328,2720.602
1.77,1328,2718.605
1.78,1328,2717.008
1.79,1328,2716.005
1.8,1328,2715.723
1.81,1328,2716.197
1.82,1328,2717.364
1.83,1328,2719.077
1.84,1328,2721.121
1.85,1328,2723.247
1.86,1328,2725.198
1.87,1328,2726.754
1.88,1328,2727.752
1.89,1328,2728.111
1.9,1328,2727.841
1.91,1328,2727.034
1.92,1328,2725.853
1.93,1328,2724.503
1.94,1328,2723.199
1.95,1328,2722.131
1.96,1328,2721.44
1.97,1328,2721.198
1.98,1328,2721.403
1.99,1328,2721.984
2,1328,2722.824
2.01,1328,2723.779
2.02,1328,2724.711
2.03,1328,2725.505
2.04,1328,2726.09
2.05,1328,2726.441
2.06,1328,2726.577
2.07,1328,2726.552
2.08,1328,2726.441
2.09,1328,2726.325
2.1,1328,2726.278
2.11,1328,2726.359
2.12,1328,2726.6
2.13,1328,2727.009
2.14,1328,2727.566
2.15,1328,2728.226
2.16,1328,2728.924
2.17,1328,2729.582
2.18,1328,2730.117
2.19,1328,2730.452
2.2,1328,2730.529
2.21,1328,2730.318
2.22,1328,2729.826
2.23,1328,2729.104
2.24,1328,2728.243
2.25,1328,2727.372
2.26,1328,2726.637
2.27,1328,2726.188
2.28,1328,2726.159
2.29,1328,2726.645
2.3,1328,2727.684
2.31,1328,2729.255
2.32,1328,2731.27
2.33,1328,2733.584
2.34,1328,2736.018
2.35,1328,2738.375
2.36,1328,2740.476
2.37,1328,2742.174
2.38,1328,2743.381
2.39,1328,2744.07
2.4,1328,2744.27
2.41,1328,2744.056
2.42,1328,2743.531
2.43,1328,2742.799
2.44,1328,2741.95
2.45,1328,2741.046
2.46,1328,2740.11
2.47,1328,2739.135
2.48,1328,2738.085
2.49,1328,2736.921
2.5,1328,2735.607
2.51,1328,2734.137
2.52,1328,2732.538
2.53,1328,2730.881
2.54,1328,2729.272
2.55,1328,2727.844
2.56,1328,2726.731
2.57,1328,2726.052
2.58,1328,2725.892
2.59,1328,2726.281
2.6,1328,2727.187
2.61,1328,2728.522
2.62,1328,2730.143
2.63,1328,2731.875
2.64,1328,2733.526
2.65,1328,2734.915
2.66,1328,2735.888
2.67,1328,2736.34
2.68,1328,2736.219
2.69,1328,2735.536
2.7,1328,2734.357
2.71,1328,2732.798
2.72,1328,2731.008
2.73,1328,2729.153
2.74,1328,2727.397
2.75,1328,2725.886
2.76,1328,2724.731
2.77,1328,2724
2.78,1328,2723.711
2.79,1328,2723.84
2.8,1328,2724.322
2.81,1328,2725.068
2.82,1328,2725.973
2.83,1328,2726.931
2.84,1328,2727.846
2.85,1328,2728.643
2.86,1328,2729.268
2.87,1328,2729.697
2.88,1328,2729.93
2.89,1328,2729.99
2.9,1328,2729.913
2.91,1328,2729.746
2.92,1328,2729.532
2.93,1328,2729.305
2.94,1328,2729.087
2.95,1328,2728.88
2.96,1328,2728.669
2.97,1328,2728.421
2.98,1328,2728.095
2.99,1328,2727.65
3,1328,2727.058
3.01,1328,2726.307
3.02,1328,2725.417
3.03,1328,2724.439
3.04,1328,2723.451
3.05,1328,2722.553
3.06,1328,2721.852
3.07,1328,2721.448
3.08,1328,2721.416
3.09,1328,2721.799
3.1,1328,2722.598
3.11,1328,2723.771
3.12,1328,2725.235
3.13,1328,2726.879
3.14,1328,2728.575
3.15,1328,2730.189
3.16,1328,2731.604
3.17,1328,2732.727
3.18,1328,2733.507
3.19,1328,2733.934
3.2,1328,2734.043
3.21,1328,2733.905
3.22,1328,2733.61
3.23,1328,2733.257
3.24,1328,2732.933
3.25,1328,2732.699
3.26,1328,2732.584
3.27,1328,2732.58
3.28,1328,2732.648
3.29,1328,2732.731
3.3,1328,2732.764
3.31,1328,2732.689
3.32,1328,2732.473
3.33,1328,2732.112
3.34,1328,2731.633
3.35,1328,2731.095
3.36,1328,2730.57
3.37,1328,2730.135
3.38,1328,2729.848
3.39,1328,2729.744
3.4,1328,2729.818
3.41,1328,2730.028
3.42,1328,2730.305
3.43,1328,2730.557
3.44,1328,2730.692
3.45,1328,2730.627
3.46,1328,2730.306
3.47,1328,2729.708
3.48,1328,2728.847
3.49,1328,2727.774
3.5,1328,2726.566
3.51,1328,2725.322
3.52,1328,2724.143
3.53,1328,2723.129
3.54,1328,2722.363
3.55,1328,2721.903
3.56,1328,2721.779
3.57,1328,2721.988
3.58,1328,2722.497
3.59,1328,2723.247
3.6,1328,2724.161
3.61,1328,2725.154
3.62,1328,2726.144
3.63,1328,2727.058
3.64,1328,2727.837
3.65,1328,2728.441
3.66,1328,2728.841
3.67,1328,2729.022
3.68,1328,2728.98
3.69,1328,2728.723
3.7,1328,2728.273
3.71,1328,2727.667
3.72,1328,2726.96
3.73,1328,2726.225
3.74,1328,2725.539
3.75,1328,2724.981
3.76,1328,2724.615
3.77,1328,2724.482
3.78,1328,2724.59
3.79,1328,2724.914
3.8,1328,2725.398
3.81,1328,2725.961
3.82,1328,2726.515
3.83,1328,2726.974
3.84,1328,2727.27
3.85,1328,2727.363
3.86,1328,2727.246
3.87,1328,2726.943
3.88,1328,2726.507
3.89,1328,2726.002
3.9,1328,2725.498
3.91,1328,2725.049
3.92,1328,2724.693
3.93,1328,2724.44
3.94,1328,2724.281
3.95,1328,2724.19
3.96,1328,2724.133
3.97,1328,2724.08
3.98,1328,2724.013
3.99,1328,2723.926
4,1328,2723.827
4.01,1328,2723.73
4.02,1328,2723.646
4.03,1328,2723.58
4.04,1328,2723.516
4.05,1328,2723.424
4.06,1328,2723.258
4.07,1328,2722.97
4.08,1328,2722.52
4.09,1328,2721.893
4.1,1328,2721.112
4.11,1328,2720.244
4.12,1328,2719.398
4.13,1328,2718.715
4.14,1328,2718.345
4.15,1328,2718.428
4.16,1328,2719.065
4.17,1328,2720.298
4.18,1328,2722.095
4.19,1328,2724.347
4.2,1328,2726.876
4.21,1328,2729.452
4.22,1328,2731.825
4.23,1328,2733.752
4.24,1328,2735.034
4.25,1328,2735.542
4.26,1328,2735.234
4.27,1328,2734.168
4.28,1328,2732.491
4.29,1328,2730.421
4.3,1328,2728.218
4.31,1328,2726.153
4.32,1328,2724.465
4.33,1328,2723.338
4.34,1328,2722.873
4.35,1328,2723.078
4.36,1328,2723.875
4.37,1328,2725.107
4.38,1328,2726.566
4.39,1328,2728.021
4.4,1328,2729.25
4.41,1328,2730.063
4.42,1328,2730.329
4.43,1328,2729.989
4.44,1328,2729.056
4.45,1328,2727.616
4.46,1328,2725.806
4.47,1328,2723.801
4.48,1328,2721.78
4.49,1328,2719.91
4.5,1328,2718.319
4.51,1328,2717.087
4.52,1328,2716.244
4.53,1328,2715.769
4.54,1328,2715.607
4.55,1328,2715.681
4.56,1328,2715.915
4.57,1328,2716.242
4.58,1328,2716.62
4.59,1328,2717.035
4.6,1328,2717.496
4.61,1328,2718.03
4.62,1328,2718.67
4.63,1328,2719.443
4.64,1328,2720.36
4.65,1328,2721.412
4.66,1328,2722.564
4.67,1328,2723.763
4.68,1360,2724.939
4.69,1360,2726.021
4.7,1360,2726.939
4.71,1360,2727.635
4.72,1360,2728.072
4.73,1360,2728.239
4.74,1360,2728.15
4.75,1360,2727.847
4.76,1360,2727.397
4.77,1360,2726.887
4.78,1360,2726.41
4.79,1360,2726.059
4.8,1360,2725.913
4.81,1360,2726.023
4.82,1360,2726.407
4.83,1360,2727.041
4.84,1360,2727.867
4.85,1360,2728.798
4.86,1360,2729.732
4.87,1360,2730.57
4.88,1360,2731.227
4.89,1360,2731.646
4.9,1360,2731.801
4.91,1360,2731.698
4.92,1360,2731.365
4.93,1360,2730.842
4.94,1360,2730.175
4.95,1360,2729.407
4.96,1360,2728.58
4.97,1360,2727.731
4.98,1392,2726.895
4.99,1392,2726.109
5,1392,2725.411
5.01,1392,2724.837
5.02,1392,2724.421
5.03,1392,2724.186
5.04,1424,2724.143
5.05,1424,2724.282
5.06,1424,2724.574
5.07,1424,2724.973
5.08,1424,2725.42
5.09,1424,2725.85
5.1,1456,2726.206
5.11,1456,2726.443
5.12,1456,2726.534
5.13,1456,2726.466
5.14,1456,2726.244
5.15,1456,2725.879
5.16,1488,2725.391
5.17,1488,2724.799
5.18,1488,2724.126
5.19,1488,2723.396
5.2,1488,2722.636
5.21,1488,2721.878
5.22,1520,2721.16
5.23,1520,2720.523
5.24,1520,2720.011
5.25,1520,2719.667
5.26,1520,2719.534
5.27,1520,2719.648
5.28,1520,2720.036
5.29,1552,2720.709
5.3,1552,2721.659
5.31,1552,2722.849
5.32,1552,2724.212
5.33,1552,2725.653
5.34,1584,2727.051
5.35,1584,2728.269
5.36,1584,2729.176
5.37,1584,2729.66
5.38,1584,2729.644
5.39,1584,2729.105
5.4,1584,2728.08
5.41,1584,2726.66
5.42,1584,2724.991
5.43,1584,2723.245
5.44,1584,2721.607
5.45,1584,2720.247
5.46,1584,2719.298
5.47,1584,2718.842
5.48,1584,2718.897
5.49,1584,2719.422
5.5,1584,2720.319
5.51,1584,2721.455
5.52,1584,2722.676
5.53,1584,2723.834
5.54,1584,2724.805
5.55,1584,2725.502
5.56,1584,2725.891
5.57,1584,2725.983
5.58,1584,2725.837
5.59,1584,2725.54
5.6,1584,2725.194
5.61,1584,2724.896
5.62,1584,2724.72
5.63,1584,2724.709
5.64,1584,2724.864
5.65,1584,2725.147
5.66,1584,2725.493
5.67,1584,2725.817
5.68,1584,2726.037
5.69,1584,2726.085
5.7,1584,2725.923
5.71,1584,2725.549
5.72,1584,2725
5.73,1584,2724.347
5.74,1584,2723.681
5.75,1584,2723.103
5.76,1584,2722.706
5.77,1584,2722.565
5.78,1584,2722.726
5.79,1584,2723.196
5.8,1584,2723.947
5.81,1584,2724.918
5.82,1584,2726.02
5.83,1584,2727.148
5.84,1584,2728.187
5.85,1616,2729.032
5.86,1616,2729.593
5.87,1616,2729.811
5.88,1616,2729.664
5.89,1616,2729.173
5.9,1616,2728.399
5.91,1616,2727.438
5.92,1616,2726.411
5.93,1616,2725.446
5.94,1616,2724.662
5.95,1616,2724.159
5.96,1616,2724.002
5.97,1616,2724.215
5.98,1616,2724.776
5.99,1616,2725.625
6,1616,2726.661
6.01,1616,2727.762
6.02,1616,2728.793
6.03,1616,2729.626
6.04,1616,2730.148
6.05,1616,2730.283
6.06,1616,2729.993
6.07,1616,2729.283
6.08,1616,2728.204
6.09,1616,2726.841
6.1,1616,2725.307
6.11,1616,2723.731
6.12,1616,2722.243
6.13,1616,2720.962
6.14,1616,2719.987
6.15,1648,2719.383
6.16,1648,2719.177
6.17,1648,2719.36
6.18,1648,2719.881
6.19,1648,2720.662
6.2,1648,2721.604
6.21,1648,2722.601
6.22,1648,2723.552
6.23,1648,2724.376
6.24,1648,2725.015
6.25,1648,2725.445
6.26,1648,2725.671
6.27,1648,2725.726
6.28,1648,2725.661
6.29,1648,2725.536
6.3,1648,2725.407
6.31,1648,2725.324
6.32,1648,2725.319
6.33,1648,2725.409
6.34,1648,2725.595
6.35,1648,2725.868
6.36,1648,2726.209
6.37,1648,2726.598
6.38,1648,2727.01
6.39,1648,2727.419
6.4,1648,2727.798
6.41,1648,2728.114
6.42,1648,2728.33
6.43,1648,2728.409
6.44,1648,2728.309
6.45,1648,2727.993
6.46,1648,2727.433
6.47,1648,2726.617
6.48,1648,2725.555
6.49,1648,2724.283
6.5,1648,2722.867
6.51,1648,2721.395
6.52,1648,2719.979
6.53,1648,2718.735
6.54,1648,2717.779
6.55,1648,2717.209
6.56,1648,2717.093
6.57,1648,2717.458
6.58,1648,2718.288
6.59,1648,2719.516
6.6,1648,2721.039
6.61,1648,2722.72
6.62,1648,2724.41
6.63,1648,2725.956
6.64,1648,2727.228
6.65,1648,2728.125
6.66,1648,2728.585
6.67,1648,2728.597
6.68,1648,2728.192
6.69,1648,2727.44
6.7,1648,2726.443
6.71,1648,2725.317
6.72,1648,2724.179
6.73,1648,2723.138
6.74,1648,2722.278
6.75,1648,2721.654
6.76,1648,2721.285
6.77,1648,2721.158
6.78,1648,2721.231
6.79,1648,2721.438
6.8,1648,2721.704
6.81,1648,2721.951
6.82,1648,2722.114
6.83,1648,2722.144
6.84,1648,2722.019
6.85,1648,2721.741
6.86,1648,2721.342
6.87,1648,2720.872
6.88,1648,2720.396
6.89,1648,2719.985
6.9,1648,2719.704
6.91,1648,2719.605
6.92,1648,2719.715
6.93,1648,2720.035
6.94,1648,2720.535
6.95,1648,2721.163
6.96,1648,2721.851
6.97,1648,2722.524
6.98,1648,2723.119
6.99,1648,2723.59
7,1680,2723.917
7.01,1680,2724.107
7.02,1680,2724.191
7.03,1680,2724.213
7.04,1680,2724.224
7.05,1680,2724.265
7.06,1680,2724.364
7.07,1680,2724.524
7.08,1680,2724.73
7.09,1680,2724.943
7.1,1680,2725.114
7.11,1680,2725.188
7.12,1680,2725.118
7.13,1680,2724.876
7.14,1680,2724.457
7.15,1680,2723.886
7.16,1680,2723.22
7.17,1680,2722.539
7.18,1680,2721.938
7.19,1680,2721.513
7.2,1680,2721.354
7.21,1680,2721.525
7.22,1680,2722.061
7.23,1680,2722.958
7.24,1680,2724.171
7.25,1680,2725.624
7.26,1680,2727.208
7.27,1680,2728.801
7.28,1680,2730.271
7.29,1680,2731.498
7.3,1680,2732.376
7.31,1680,2732.834
7.32,1680,2732.831
7.33,1680,2732.367
7.34,1680,2731.48
7.35,1680,2730.242
7.36,1680,2728.755
7.37,1680,2727.143
7.38,1680,2725.537
7.39,1680,2724.072
7.4,1680,2722.866
7.41,1680,2722.012
7.42,1680,2721.567
7.43,1680,2721.547
7.44,1680,2721.925
7.45,1680,2722.634
7.46,1680,2723.581
7.47,1680,2724.652
7.48,1680,2725.734
7.49,1680,2726.727
7.5,1680,2727.55
7.51,1680,2728.159
7.52,1680,2728.543
7.53,1680,2728.727
7.54,1680,2728.764
7.55,1680,2728.731
7.56,1680,2728.713
7.57,1680,2728.796
7.58,1680,2729.047
7.59,1680,2729.509
7.6,1680,2730.188
7.61,1680,2731.051
7.62,1680,2732.028
7.63,1680,2733.021
7.64,1680,2733.911
7.65,1680,2734.576
7.66,1680,2734.91
7.67,1680,2734.831
7.68,1680,2734.294
7.69,1680,2733.298
7.7,1680,2731.886
7.71,1680,2730.142
7.72,1680,2728.178
7.73,1680,2726.125
7.74,1680,2724.117
7.75,1680,2722.278
7.76,1680,2720.706
7.77,1680,2719.47
7.78,1680,2718.601
7.79,1680,2718.096
7.8,1680,2717.92
7.81,1680,2718.015
7.82,1680,2718.31
7.83,1680,2718.726
7.84,1680,2719.191
7.85,1680,2719.643
7.86,1680,2720.036
7.87,1680,2720.342
7.88,1680,2720.552
7.89,1712,2720.673
7.9,1712,2720.725
7.91,1712,2720.737
7.92,1712,2720.741
7.93,1712,2720.774
7.94,1712,2720.871
7.95,1712,2721.065
7.96,1712,2721.387
7.97,1712,2721.858
7.98,1712,2722.493
7.99,1712,2723.289
8,1712,2724.227
8.01,1712,2725.262
8.02,1712,2726.326
8.03,1712,2727.331
8.04,1712,2728.173
8.05,1712,2728.751
8.06,1712,2728.974
8.07,1712,2728.781
8.08,1712,2728.15
8.09,1712,2727.107
8.1,1712,2725.729
8.11,1712,2724.135
8.12,1712,2722.477
8.13,1712,2720.921
8.14,1712,2719.63
8.15,1712,2718.742
8.16,1712,2718.348
8.17,1712,2718.486
8.18,1712,2719.128
8.19,1744,2720.189
8.2,1744,2721.533
8.21,1744,2722.992
8.22,1744,2724.387
8.23,1744,2725.547
8.24,1744,2726.333
8.25,1776,2726.649
8.26,1776,2726.452
8.27,1776,2725.754
8.28,1776,2724.619
8.29,1776,2723.147
8.3,1776,2721.466
8.31,1776,2719.709
8.32,1808,2718.005
8.33,1808,2716.462
8.34,1808,2715.162
8.35,1808,2714.16
8.36,1808,2713.484
8.37,1840,2713.139
8.38,1840,2713.117
8.39,1840,2713.397
8.4,1840,2713.954
8.41,1840,2714.758
8.42,1840,2715.778
8.43,1872,2716.977
8.44,1872,2718.316
8.45,1872,2719.748
8.46,1872,2721.224
8.47,1872,2722.69
8.48,1872,2724.089
8.49,1872,2725.363
8.5,1872,2726.456
8.51,1872,2727.318
8.52,1872,2727.909
8.53,1872,2728.204
8.54,1872,2728.2
8.55,1872,2727.913
8.56,1872,2727.387
8.57,1872,2726.682
8.58,1872,2725.88
8.59,1872,2725.069
8.6,1872,2724.345
8.61,1872,2723.797
8.62,1872,2723.505
8.63,1872,2723.531
8.64,1872,2723.909
8.65,1872,2724.647
8.66,1872,2725.711
8.67,1872,2727.032
8.68,1872,2728.496
8.69,1872,2729.96
8.7,1872,2731.256
8.71,1872,2732.212
8.72,1872,2732.674
8.73,1904,2732.528
8.74,1904,2731.719
8.75,1904,2730.264
8.76,1904,2728.258
8.77,1904,2725.866
8.78,1904,2723.306
8.79,1904,2720.826
8.8,1904,2718.673
8.81,1904,2717.061
8.82,1904,2716.152
8.83,1904,2716.031
8.84,1904,2716.702
8.85,1904,2718.085
8.86,1904,2720.034
8.87,1904,2722.35
8.88,1904,2724.805
8.89,1904,2727.164
8.9,1904,2729.207
8.91,1904,2730.748
8.92,1904,2731.646
8.93,1904,2731.821
8.94,1904,2731.261
8.95,1904,2730.019
8.96,1904,2728.216
8.97,1904,2726.025
8.98,1904,2723.66
8.99,1904,2721.352
9,1904,2719.326
9.01,1904,2717.78
9.02,1904,2716.86
9.03,1904,2716.647
9.04,1936,2717.149
9.05,1936,2718.297
9.06,1936,2719.958
9.07,1936,2721.95
9.08,1936,2724.06
9.09,1968,2726.068
9.1,1968,2727.773
9.11,1968,2729.011
9.12,1968,2729.669
9.13,1968,2729.7
9.14,1968,2729.118
9.15,1968,2727.998
9.16,2000,2726.464
9.17,2000,2724.671
9.18,2000,2722.788
9.19,2000,2720.979
9.2,2000,2719.379
9.21,2000,2718.087
9.22,2032,2717.153
9.23,2032,2716.58
9.24,2032,2716.332
9.25,2032,2716.343
9.26,2032,2716.536
9.27,2032,2716.835
9.28,2064,2717.184
9.29,2064,2717.549
9.3,2064,2717.926
9.31,2064,2718.338
9.32,2064,2718.826
9.33,2064,2719.438
9.34,2096,2720.217
9.35,2096,2721.194
9.36,2096,2722.373
9.37,2096,2723.734
9.38,2096,2725.229
9.39,2096,2726.785
9.4,2128,2728.312
9.41,2128,2729.709
9.42,2128,2730.875
9.43,2128,2731.717
9.44,2128,2732.161
9.45,2128,2732.162
9.46,2160,2731.707
9.47,2160,2730.822
9.48,2160,2729.567
9.49,2160,2728.038
9.5,2160,2726.353
9.51,2160,2724.648
9.52,2192,2723.059
9.53,2192,2721.713
9.54,2192,2720.711
9.55,2192,2720.125
9.56,2192,2719.979
9.57,2192,2720.259
9.58,2192,2720.906
9.59,2192,2721.824
9.6,2192,2722.896
9.61,2192,2723.985
9.62,2192,2724.962
9.63,2192,2725.707
9.64,2192,2726.128
9.65,2192,2726.167
9.66,2192,2725.804
9.67,2192,2725.061
9.68,2192,2723.998
9.69,2192,2722.704
9.7,2192,2721.291
9.71,2192,2719.883
9.72,2192,2718.601
9.73,2192,2717.56
9.74,2192,2716.855
9.75,2192,2716.56
9.76,2192,2716.721
9.77,2192,2717.353
9.78,2192,2718.44
9.79,2192,2719.929
9.8,2192,2721.73
9.81,2192,2723.717
9.82,2192,2725.736
9.83,2192,2727.613
9.84,2224,2729.175
9.85,2224,2730.269
9.86,2224,2730.781
9.87,2224,2730.657
9.88,2224,2729.912
9.89,2224,2728.631
9.9,2224,2726.962
9.91,2224,2725.097
9.92,2224,2723.247
9.93,2224,2721.617
9.94,2224,2720.382
9.95,2224,2719.659
9.96,2224,2719.501
9.97,2224,2719.892
9.98,2224,2720.749
9.99,2224,2721.942
10,2224,2723.314
10.01,2224,2724.703
10.02,2224,2725.97
10.03,2224,2727.011
10.04,2224,2727.769
10.05,2224,2728.237
10.06,2224,2728.451
10.07,2224,2728.476
10.08,2224,2728.391
10.09,2224,2728.269
10.1,2224,2728.165
10.11,2224,2728.103
10.12,2224,2728.079
10.13,2224,2728.056
10.14,2224,2727.986
10.15,2224,2727.812
10.16,2224,2727.491
10.17,2224,2727.001
10.18,2224,2726.349
10.19,2224,2725.574
10.2,2224,2724.741
10.21,2224,2723.935
10.22,2224,2723.247
10.23,2224,2722.762
10.24,2224,2722.545
10.25,2224,2722.63
10.26,2224,2723.016
10.27,2224,2723.664
10.28,2224,2724.499
10.29,2224,2725.417
10.3,2224,2726.3
10.31,2224,2727.028
10.32,2224,2727.492
10.33,2224,2727.605
10.34,2224,2727.318
10.35,2224,2726.623
10.36,2224,2725.558
10.37,2224,2724.203
10.38,2224,2722.675
10.39,2224,2721.117
10.4,2224,2719.685
10.41,2224,2718.522
10.42,2224,2717.752
10.43,2224,2717.456
10.44,2224,2717.659
10.45,2224,2718.333
10.46,2224,2719.391
10.47,2224,2720.698
10.48,2224,2722.094
10.49,2224,2723.406
10.5,2224,2724.482
10.51,2224,2725.202
10.52,2224,2725.501
10.53,2224,2725.378
10.54,2224,2724.892
10.55,2224,2724.154
10.56,2224,2723.311
10.57,2224,2722.527
10.58,2224,2721.953
10.59,2224,2721.713
10.6,2224,2721.887
10.61,2224,2722.498
10.62,2224,2723.515
10.63,2224,2724.856
10.64,2224,2726.404
10.65,2224,2728.013
10.66,2224,2729.535
10.67,2224,2730.833
10.68,2224,2731.794
10.69,2224,2732.346
10.7,2224,2732.46
10.71,2224,2732.152
10.72,2224,2731.479
10.73,2224,2730.529
10.74,2256,2729.407
10.75,2256,2728.223
10.76,2256,2727.078
10.77,2256,2726.057
10.78,2256,2725.218
10.79,2256,2724.595
10.8,2256,2724.195
10.81,2256,2724.002
10.82,2256,2723.983
10.83,2256,2724.095
10.84,2256,2724.288
10.85,2256,2724.513
10.86,2256,2724.728
10.87,2256,2724.897
10.88,2256,2724.993
10.89,2256,2724.998
10.9,2256,2724.9
10.91,2256,2724.693
10.92,2256,2724.377
10.93,2256,2723.955
10.94,2256,2723.436
10.95,2256,2722.831
10.96,2256,2722.16
10.97,2256,2721.449
10.98,2256,2720.729
10.99,2256,2720.034
11,2256,2719.403
11.01,2256,2718.871
11.02,2256,2718.468
11.03,2256,2718.214
11.04,2288,2718.119
11.05,2288,2718.177
11.06,2288,2718.373
11.07,2288,2718.676
11.08,2288,2719.053
11.09,2288,2719.468
11.1,2320,2719.892
11.11,2320,2720.307
11.12,2320,2720.708
11.13,2320,2721.1
11.14,2320,2721.5
11.15,2320,2721.931
11.16,2352,2722.412
11.17,2352,2722.959
11.18,2352,2723.579
11.19,2352,2724.268
11.2,2352,2725.014
11.21,2352,2725.794
11.22,2384,2726.578
11.23,2384,2727.33
11.24,2384,2728.008
11.25,2384,2728.572
11.26,2384,2728.981
11.27,2384,2729.202
11.28,2416,2729.209
11.29,2416,2728.994
11.3,2416,2728.564
11.31,2416,2727.949
11.32,2416,2727.188
11.33,2416,2726.337
11.34,2416,2725.452
11.35,2448,2724.584
11.36,2448,2723.777
11.37,2448,2723.057
11.38,2448,2722.436
11.39,2448,2721.909
11.4,2480,2721.468
11.41,2480,2721.101
11.42,2480,2720.803
11.43,2480,2720.579
11.44,2480,2720.447
11.45,2480,2720.432
11.46,2480,2720.564
11.47,2512,2720.863
11.48,2512,2721.336
11.49,2512,2721.969
11.5,2512,2722.719
11.51,2512,2723.522
11.52,2544,2724.294
11.53,2544,2724.945
11.54,2544,2725.39
11.55,2544,2725.564
11.56,2544,2725.434
11.57,2544,2725.003
11.58,2576,2724.313
11.59,2576,2723.439
11.6,2576,2722.474
11.61,2576,2721.513
11.62,2576,2720.636
11.63,2576,2719.892
11.64,2576,2719.29
11.65,2576,2718.798
11.66,2576,2718.354
