time,ref1,finger1_exp1,finger1_exp2,finger1_exp3,finger1_exp4,finger1_exp5,ref2,finger2_exp1,finger2_exp2,finger2_exp3,finger2_exp4,finger2_exp5,ref3,finger3_exp1,finger3_exp2,finger3_exp3,finger3_exp4,finger3_exp5,force_ref1,force_finger1_exp1,force_finger1_exp2,force_finger1_exp3,force_finger1_exp4,force_finger1_exp5,force_ref2,force_finger2_exp1,force_finger2_exp2,force_finger2_exp3,force_finger2_exp4,force_finger2_exp5,force_ref3,force_finger3_exp1,force_finger3_exp2,force_finger3_exp3,force_finger3_exp4,force_finger3_exp5
21.73,0,2358.549,2347.558,2358.79,2381.645,2359.873,0,2227.458,2144.02,2179.338,2175.246,2231.01,0,2806.567,2781.1,2789.076,2789.607,2790.972,0,528.189,174.3018,176.5299,649.2974,496.9496,0,1188.826,117.8282,658.9186,538.2109,1116.24,0,3015.157,2657.69,2768.821,2770.291,2813.167
21.74,0,2356.87,2348.086,2355.358,2380.48,2359.084,0,2226.404,2142.806,2179.469,2174.606,2230.585,0,2806.633,2781.963,2787.225,2790.119,2792.247,0,525.3823,174.1062,174.8521,651.125,494.7197,0,1185.546,117.8058,651.4649,538.469,1113.195,0,3011.53,2655.757,2764.961,2769.144,2812.258
21.75,0,2355.164,2348.338,2351.742,2378.958,2358.16,0,2225.318,2141.367,2180.006,2173.712,2229.8,0,2806.579,2782.973,2784.972,2790.444,2793.47,0,521.8148,173.5397,172.4617,653.835,491.938,0,1182.622,117.7677,645.0729,539.2306,1110.357,0,3008.399,2653.768,2760.125,2767.942,2811.124
21.76,0,2353.581,2348.309,2348.261,2377.184,2357.13,0,2224.314,2139.835,2180.825,2172.591,2228.703,0,2806.374,2784.059,2782.487,2790.605,2794.475,0,517.6502,172.593,169.4932,657.0599,488.67,0,1180.203,117.4785,640.203,540.2068,1107.535,0,3005.971,2651.785,2754.591,2766.705,2809.844
21.77,0,2352.276,2348.022,2345.199,2375.305,2356.036,0,2223.493,2138.361,2181.783,2171.312,2227.36,0,2805.991,2785.148,2779.975,2790.638,2795.124,0,513.1002,171.3015,166.109,660.3692,485.0527,0,1178.406,116.7995,637.1616,541.1169,1104.552,0,3004.382,2649.859,2748.734,2765.495,2808.49
21.78,0,2351.384,2347.531,2342.778,2373.484,2354.934,0,2222.933,2137.088,2182.733,2169.978,2225.848,0,2805.402,2786.169,2777.662,2790.582,2795.325,0,508.3979,169.742,162.4967,663.3217,481.2677,0,1177.282,115.698,636.0538,541.7197,1101.274,0,3003.691,2648.029,2742.985,2764.419,2807.112
21.79,0,2351.001,2346.906,2341.139,2371.886,2353.888,0,2222.681,2136.132,2183.546,2168.71,2224.252,0,2804.585,2787.063,2775.766,2790.479,2795.041,0,503.7719,168.0257,158.8673,665.5211,477.5085,0,1176.806,114.2371,636.7688,541.8353,1097.616,0,3003.866,2646.317,2737.768,2763.617,2805.73
21.8,0,2351.175,2346.222,2340.332,2370.654,2352.966,0,2222.745,2135.568,2184.122,2167.628,2222.66,0,2803.523,2787.781,2774.471,2790.366,2794.289,0,499.4215,166.2864,155.451,666.6652,473.947,0,1176.868,112.5496,638.9961,541.3576,1093.553,0,3004.79,2644.729,2733.451,2763.245,2804.326
21.81,0,2351.892,2345.551,2340.321,2369.892,2352.231,0,2223.095,2135.418,2184.399,2166.84,2221.158,0,2802.212,2788.293,2773.912,2790.277,2793.14,0,495.4961,164.6652,152.4876,666.5823,470.7045,0,1177.284,110.8013,642.2706,540.2546,1089.122,0,3006.27,2643.257,2730.294,2763.445,2802.839
21.82,0,2353.084,2344.952,2340.999,2369.653,2351.731,0,2223.666,2135.646,2184.362,2166.424,2219.827,0,2800.669,2788.584,2774.149,2790.229,2791.71,0,492.0806,163.2943,150.21,665.2502,467.8311,0,1177.815,109.1532,646.0381,538.5604,1084.41,0,3008.055,2641.883,2728.413,2764.312,2801.165
21.83,0,2354.635,2344.46,2342.204,2369.934,2351.49,0,2224.366,2136.169,2184.036,2166.421,2218.732,0,2798.935,2788.654,2775.169,2790.232,2790.144,0,489.1894,162.2805,148.8222,662.7949,465.2969,0,1178.2,107.7273,649.7295,536.3594,1079.55,0,3009.861,2640.579,2727.771,2765.864,2799.165
21.84,0,2356.394,2344.085,2343.744,2370.673,2351.505,0,2225.087,2136.863,2183.484,2166.833,2217.922,0,2797.082,2788.519,2776.877,2790.275,2788.598,0,486.7673,161.6913,148.4751,659.468,462.996,0,1178.184,106.5845,652.8341,533.7684,1074.701,0,3011.397,2639.311,2728.18,2768.013,2796.684
21.85,0,2358.194,2343.813,2345.421,2371.763,2351.74,0,2225.718,2137.585,2182.796,2167.623,2217.422,0,2795.214,2788.21,2779.113,2790.339,2787.228,0,484.7,161.5459,149.2435,655.6083,460.7639,0,1177.552,105.7157,654.9616,530.9185,1070.03,0,3012.395,2638.042,2729.333,2770.568,2793.581
21.86,0,2359.869,2343.605,2347.045,2373.058,2352.137,0,2226.155,2138.193,2182.072,2168.716,2217.23,0,2793.458,2787.77,2781.667,2790.395,2786.162,0,482.8307,161.8126,151.1108,651.5909,458.4035,0,1176.149,105.047,655.8847,527.9399,1065.692,0,3012.638,2636.741,2730.843,2773.238,2789.754
21.87,0,2361.271,2343.41,2348.454,2374.392,2352.619,0,2226.32,2138.565,2181.408,2170.01,2217.322,0,2791.957,2787.249,2784.31,2790.417,2785.497,0,480.9812,162.414,153.9627,647.7734,455.7179,0,1173.891,104.46,655.5583,524.9532,1061.811,0,3011.979,2635.378,2732.297,2775.667,2785.174
21.88,0,2362.289,2343.166,2349.524,2375.597,2353.106,0,2226.165,2138.616,2180.88,2171.381,2217.65,0,2790.849,2786.708,2786.812,2790.389,2785.281,0,478.9742,163.2382,157.5931,644.4471,452.5428,0,1170.779,103.8193,654.114,522.0638,1058.463,0,3010.357,2633.934,2733.31,2777.475,2779.904
21.89,0,2362.85,2342.818,2350.172,2376.522,2353.527,0,2225.679,2138.308,2180.536,2172.698,2218.152,0,2790.252,2786.204,2788.978,2790.311,2785.509,0,476.6539,164.157,161.7227,641.8011,448.7757,0,1166.881,103.0057,651.831,519.3646,1055.66,0,3007.804,2632.4,2733.573,2778.313,2774.111
21.9,0,2362.935,2342.316,2350.358,2377.049,2353.832,0,2224.892,2137.655,2180.383,2173.832,2218.757,0,2790.244,2785.794,2790.661,2790.203,2786.131,0,473.902,165.0452,166.0263,639.9044,444.3951,0,1162.332,101.9458,649.09,516.9415,1053.351,0,3004.437,2630.786,2732.888,2777.913,2768.056
21.91,0,2362.567,2341.634,2350.085,2377.107,2353.994,0,2223.866,2136.714,2180.394,2174.668,2219.396,0,2790.847,2785.521,2791.785,2790.097,2787.048,0,470.6485,165.8003,170.1674,638.708,439.4695,0,1157.31,100.6336,646.3138,514.8802,1051.415,0,3000.445,2629.113,2731.192,2776.128,2762.07
21.92,0,2361.812,2340.762,2349.389,2376.679,2354.017,0,2222.685,2135.576,2180.507,2175.121,2220.004,0,2792.024,2785.412,2792.341,2790.038,2788.132,0,466.8765,166.3582,173.8343,638.0658,434.1528,0,1152.014,99.13948,643.906,513.2714,1049.677,0,2996.066,2627.42,2728.554,2772.963,2756.521
21.93,0,2360.762,2339.716,2348.336,2375.805,2353.924,0,2221.443,2134.343,2180.644,2175.136,2220.525,0,2793.673,2785.468,2792.386,2790.065,2789.235,0,462.6215,166.7041,176.7735,637.7701,428.6668,0,1146.653,97.60605,642.1929,512.208,1047.92,0,2991.564,2625.757,2725.164,2768.576,2751.762
21.94,0,2359.518,2338.533,2347.014,2374.577,2353.75,0,2220.224,2133.112,2180.718,2174.699,2220.908,0,2795.64,2785.662,2792.027,2790.208,2790.203,0,457.9663,166.8752,178.8176,637.5941,423.2722,0,1141.416,96.23085,641.3784,511.7762,1045.918,0,2987.194,2624.178,2721.301,2763.266,2748.09
21.95,0,2358.173,2337.266,2345.522,2373.122,2353.532,0,2219.091,2131.96,2180.656,2173.836,2221.109,0,2797.729,2785.934,2791.395,2790.475,2790.896,0,453.0324,166.9569,179.9011,637.3335,418.2305,0,1136.467,95.24133,641.5175,512.0369,1043.457,0,2983.18,2622.736,2717.299,2757.433,2745.702
21.96,0,2356.802,2335.983,2343.965,2371.587,2353.293,0,2218.073,2130.938,2180.411,2172.606,2221.084,0,2799.723,2786.195,2790.625,2790.854,2791.202,0,447.9688,167.0716,180.0645,636.8396,413.7621,0,1131.926,94.86517,642.5093,513.0046,1040.364,0,2979.686,2621.47,2713.499,2751.538,2744.667
21.97,0,2355.451,2334.753,2342.446,2370.122,2353.039,0,2217.163,2130.062,2179.969,2171.096,2220.791,0,2801.409,2786.337,2789.833,2791.309,2791.045,0,442.9407,167.3606,179.4455,636.0382,410.0038,0,1127.87,95.30112,644.1143,514.6265,1036.533,0,2976.809,2620.406,2710.207,2746.038,2744.915
21.98,0,2354.13,2333.64,2341.061,2368.852,2352.754,0,2216.317,2129.325,2179.357,2169.41,2220.189,0,2802.596,2786.246,2789.095,2791.793,2790.403,0,438.1165,167.9626,178.2575,634.931,406.9745,0,1124.328,96.69308,645.9887,516.7703,1031.934,0,2974.563,2619.544,2707.665,2741.336,2746.249
21.99,0,2352.825,2332.69,2339.897,2367.871,2352.4,0,2215.47,2128.706,2178.634,2167.657,2219.249,0,2803.137,2785.821,2788.448,2792.253,2789.304,0,433.655,168.9916,176.7596,633.5814,404.5522,0,1121.284,99.11008,647.7345,519.2224,1026.618,0,2972.893,2618.864,2706.02,2737.734,2748.363
22,0,2351.502,2331.919,2339.021,2367.222,2351.926,0,2214.544,2128.177,2177.884,2165.943,2217.958,0,2802.945,2784.992,2787.88,2792.641,2787.83,0,429.6885,170.5157,175.2221,632.0892,402.4683,0,1118.683,102.533,648.9557,521.7003,1020.706,0,2971.677,2618.321,2705.311,2735.403,2750.881
22.01,0,2350.117,2331.311,2338.486,2366.898,2351.279,0,2213.471,2127.718,2177.194,2164.356,2216.333,0,2802.005,2783.739,2787.349,2792.926,2786.106,0,426.3017,172.5418,173.8914,630.5586,400.3203,0,1116.444,106.8495,649.3138,523.8771,1014.377,0,2970.75,2617.857,2705.471,2734.365,2753.404
22.02,0,2348.635,2330.815,2338.316,2366.841,2350.417,0,2212.21,2127.323,2176.644,2162.967,2214.426,0,2800.379,2782.102,2786.798,2793.096,2784.292,0,423.5082,175.0069,172.9598,629.0697,397.6035,0,1114.466,111.8564,648.5729,525.4149,1007.839,0,2969.925,2617.406,2706.334,2734.504,2755.553
22.03,0,2347.036,2330.353,2338.512,2366.956,2349.324,0,2210.76,2127,2176.288,2161.815,2212.337,0,2798.201,2780.191,2786.179,2793.155,2782.557,0,421.2253,177.7776,172.5435,627.6558,393.7608,0,1112.638,117.2708,646.6299,526.0045,1001.311,0,2969.019,2616.901,2707.659,2735.583,2757.011
22.04,0,2345.332,2329.835,2339.049,2367.124,2348.02,0,2209.171,2126.773,2176.14,2160.915,2210.21,0,2795.668,2778.18,2785.477,2793.122,2781.07,0,419.2546,180.6598,172.6708,626.2938,388.2439,0,1110.851,122.7486,643.525,525.4035,994.9951,0,2967.872,2616.288,2709.16,2737.28,2757.554
22.05,0,2343.567,2329.18,2339.872,2367.223,2346.567,0,2207.535,2126.664,2176.178,2160.253,2208.231,0,2793.027,2776.296,2784.731,2793.019,2779.978,0,417.275,183.4147,173.2832,624.9073,380.5809,0,1109.002,127.9099,639.432,523.4701,989.0603,0,2966.372,2615.53,2710.535,2739.228,2757.069
22.06,0,2341.823,2328.333,2340.902,2367.151,2345.07,0,2205.986,2126.685,2176.341,2159.792,2206.615,0,2790.545,2774.798,2784.042,2792.865,2779.385,0,414.8534,185.7844,174.2475,623.3816,370.442,0,1106.999,132.3705,634.6299,520.1861,983.6293,0,2964.459,2614.615,2711.507,2741.058,2755.554
22.07,0,2340.213,2327.284,2342.044,2366.836,2343.661,0,2204.671,2126.825,2176.546,2159.481,2205.582,0,2788.485,2773.942,2783.565,2792.667,2779.343,0,411.4782,187.5209,175.3771,621.5864,357.6909,0,1104.761,135.778,629.4631,515.6661,978.7708,0,2962.134,2613.562,2711.851,2742.441,2753.109
22.08,0,2338.87,2326.076,2343.194,2366.257,2342.484,0,2203.736,2127.04,2176.699,2159.263,2205.328,0,2787.076,2773.946,2783.486,2792.417,2779.839,0,406.6142,188.4175,176.4602,619.4019,342.4188,0,1102.225,137.8487,624.2941,510.1505,974.4996,0,2959.453,2612.412,2711.417,2743.116,2749.912
22.09,0,2337.931,2324.807,2344.244,2365.435,2341.672,0,2203.294,2127.261,2176.714,2159.087,2205.987,0,2786.481,2774.949,2783.984,2792.095,2780.8,0,399.7737,188.3395,177.2894,616.7399,324.9512,0,1099.347,138.4024,619.4565,503.9822,970.7819,0,2956.518,2611.228,2710.145,2742.916,2746.187
22.1,0,2337.516,2323.612,2345.097,2364.436,2341.321,0,2203.409,2127.401,2176.53,2158.917,2207.601,0,2786.776,2776.983,2785.188,2791.678,2782.093,0,390.5932,187.2469,177.6903,613.5592,305.8276,0,1096.108,137.3893,615.2164,497.5679,967.5457,0,2953.455,2610.082,2708.065,2741.773,2742.174
22.11,0,2337.708,2322.653,2345.672,2363.351,2341.474,0,2204.08,2127.375,2176.121,2158.743,2210.094,0,2787.935,2779.951,2787.138,2791.152,2783.541,0,378.9035,185.209,177.5438,609.8691,285.7561,0,1092.521,134.9044,611.7446,491.3302,964.6962,0,2950.397,2609.043,2705.292,2739.719,2738.105
22.12,0,2338.54,2322.086,2345.914,2362.28,2342.106,0,2205.234,2127.126,2175.499,2158.578,2213.265,0,2789.827,2783.628,2789.758,2790.523,2784.948,0,364.7781,182.4043,176.8008,605.7242,265.5477,0,1088.635,131.1856,609.1052,485.6552,962.1304,0,2947.468,2608.171,2701.999,2736.873,2734.179
22.13,0,2339.975,2322.034,2345.794,2361.314,2343.122,0,2206.737,2126.642,2174.713,2158.46,2216.799,0,2792.224,2787.68,2792.847,2789.829,2786.127,0,348.5513,179.107,175.4866,601.2104,246.039,0,1084.533,126.5939,607.2582,480.8448,959.7525,0,2944.76,2607.499,2698.4,2733.417,2730.546
22.14,0,2341.911,2322.57,2345.312,2360.518,2344.367,0,2208.406,2125.97,2173.841,2158.438,2220.297,0,2794.832,2791.7,2796.101,2789.141,2786.934,0,330.7995,175.6604,173.6958,596.4272,228.013,0,1080.331,121.5776,606.0776,477.0788,957.4844,0,2942.329,2607.029,2694.717,2729.579,2727.308
22.15,0,2344.183,2323.691,2344.5,2359.92,2345.645,0,2210.036,2125.217,2172.975,2158.562,2223.331,0,2797.323,2795.254,2799.147,2788.559,2787.297,0,312.2874,172.4377,171.5783,591.4696,212.1262,0,1076.164,116.6245,605.3779,474.3945,955.2719,0,2940.185,2606.729,2691.153,2725.602,2724.512
22.16,0,2346.583,2325.325,2343.409,2359.516,2346.743,0,2211.429,2124.542,2172.206,2158.864,2225.491,0,2799.378,2797.942,2801.603,2788.193,2787.238,0,293.8866,169.7979,169.3194,586.4124,198.8526,0,1072.175,112.2068,604.948,472.6858,953.0828,0,2938.301,2606.534,2687.875,2721.714,2722.16
22.17,0,2348.879,2327.325,2342.11,2359.272,2347.458,0,2212.419,2124.137,2171.609,2159.349,2226.453,0,2800.735,2799.45,2803.129,2788.146,2786.875,0,276.4778,168.0396,167.1166,581.3023,188.4474,0,1068.491,108.727,604.584,471.7227,950.9016,0,2936.617,2606.358,2684.994,2718.116,2720.213
22.18,0,2350.844,2329.493,2340.68,2359.137,2347.625,0,2212.897,2124.199,2171.231,2159.989,2226.012,0,2801.227,2799.598,2803.491,2788.491,2786.408,0,260.8535,167.36,165.1573,576.1553,180.9366,0,1065.209,106.4701,604.1185,471.1894,948.7189,0,2935.057,2606.098,2682.564,2714.955,2718.604
22.19,0,2352.278,2331.603,2339.201,2359.056,2347.134,0,2212.828,2124.904,2171.09,2160.726,2224.115,0,2800.805,2798.367,2802.594,2789.255,2786.082,0,247.6336,167.8258,163.5987,570.9628,176.13,0,1062.38,105.5697,603.4418,470.7327,946.5206,0,2933.538,2605.655,2680.582,2712.32,2717.24
22.2,0,2353.032,2333.425,2337.747,2358.988,2345.947,0,2212.252,2126.375,2171.165,2161.478,2220.854,0,2799.555,2795.903,2800.5,2790.407,2786.139,0,237.2066,169.3604,162.5537,565.7042,173.657,0,1060.001,105.9931,602.5117,470.0168,944.2794,0,2931.992,2604.944,2678.999,2710.237,2716.024
22.21,0,2353.022,2334.76,2336.383,2358.908,2344.1,0,2211.279,2128.659,2171.412,2162.158,2216.447,0,2797.683,2792.501,2797.424,2791.858,2786.766,0,229.704,171.7508,162.0831,560.3625,173.0183,0,1058.017,107.5471,601.3528,468.7732,941.9514,0,2930.372,2603.911,2677.732,2708.673,2714.853
22.22,0,2352.236,2335.458,2335.167,2358.817,2341.699,0,2210.069,2131.706,2171.765,2162.687,2211.197,0,2795.488,2788.567,2793.699,2793.471,2788.049,0,225.008,174.6753,162.195,554.9409,173.648,0,1056.319,109.9052,600.0441,466.8397,939.4805,0,2928.66,2602.538,2676.685,2707.55,2713.634
22.23,0,2350.732,2335.44,2334.144,2358.733,2338.917,0,2208.804,2135.363,2172.156,2163.01,2205.448,0,2793.314,2784.553,2789.732,2795.073,2789.946,0,222.7901,177.7461,162.85,549.4752,174.978,0,1054.765,112.652,598.6993,464.1825,936.8104,0,2926.869,2600.85,2675.756,2706.751,2712.289
22.24,0,2348.633,2334.708,2333.351,2358.685,2335.967,0,2207.656,2139.38,2172.523,2163.105,2199.542,0,2791.5,2780.903,2785.941,2796.481,2792.28,0,222.5691,180.5635,163.9705,544.0403,176.4972,0,1053.188,115.3382,597.4427,460.8979,933.9037,0,2925.035,2598.907,2674.855,2706.148,2710.763
22.25,0,2346.111,2333.341,2332.814,2358.699,2333.093,0,2206.756,2143.432,2172.821,2162.981,2193.792,0,2790.324,2777.988,2782.703,2797.519,2794.764,0,223.7794,182.771,165.4527,538.7462,177.7982,0,1051.419,117.5388,596.3846,457.1947,930.7623,0,2923.211,2596.799,2673.913,2705.608,2709.03
22.26,0,2343.367,2331.482,2332.549,2358.791,2330.541,0,2206.177,2147.148,2173.028,2162.672,2188.463,0,2789.964,2776.057,2780.302,2798.044,2797.038,0,225.8354,184.1046,167.1781,533.7263,178.6073,0,1049.303,118.9059,595.6012,453.3591,927.4431,0,2921.449,2594.634,2672.88,2705.013,2707.099
22.27,0,2340.615,2329.327,2332.556,2358.955,2328.535,0,2205.919,2150.159,2173.146,2162.228,2183.773,0,2790.472,2775.206,2778.904,2797.962,2798.733,0,228.1866,184.4274,169.0244,529.1176,178.7939,0,1046.712,119.2097,595.1219,449.7104,924.0627,0,2919.794,2592.524,2671.73,2704.269,2705.01
22.28,0,2338.057,2327.092,2332.814,2359.163,2327.252,0,2205.913,2152.139,2173.198,2161.698,2179.896,0,2791.769,2775.374,2778.54,2797.238,2799.527,0,230.3558,183.7436,170.8736,525.0361,178.362,0,1043.563,118.3603,594.9255,446.5528,920.7849,0,2918.269,2590.571,2670.456,2703.314,2702.836
22.29,0,2335.87,2324.994,2333.281,2359.37,2326.805,0,2206.04,2152.85,2173.219,2161.125,2176.966,0,2793.669,2776.36,2779.116,2795.903,2799.206,0,231.9607,182.1914,172.6186,521.5544,177.4238,0,1039.824,116.4105,594.9452,444.1312,917.7936,0,2916.872,2588.857,2669.068,2702.124,2700.675
22.3,0,2334.187,2323.223,2333.889,2359.515,2327.22,0,2206.151,2152.174,2173.252,2160.541,2175.081,0,2795.91,2777.858,2780.433,2794.052,2797.696,0,232.7213,180.0156,174.1678,518.6826,176.1635,0,1035.518,113.5386,595.0802,442.599,915.2537,0,2915.573,2587.443,2667.587,2700.707,2698.634
22.31,0,2333.09,2321.921,2334.551,2359.54,2328.437,0,2206.104,2150.128,2173.333,2159.967,2174.305,0,2798.203,2779.507,2782.225,2791.837,2795.086,0,232.4562,177.526,175.4488,516.359,174.7952,0,1030.727,110.0155,595.213,441.9995,913.2691,0,2914.32,2586.363,2666.042,2699.11,2696.812
22.32,0,2332.604,2321.173,2335.167,2359.398,2330.312,0,2205.78,2146.868,2173.487,2159.426,2174.653,0,2800.27,2780.951,2784.198,2789.453,2791.609,0,231.0724,175.0482,176.4111,514.4507,173.5222,0,1025.584,106.1618,595.227,442.2643,911.8492,0,2913.048,2585.623,2664.468,2697.402,2695.281
22.33,0,2332.697,2320.993,2335.636,2359.06,2332.633,0,2205.112,2142.668,2173.723,2158.956,2176.092,0,2801.887,2781.886,2786.063,2787.124,2787.619,0,228.5524,172.8758,177.0284,512.765,172.5045,0,1020.257,102.302,595.0242,443.2262,910.8899,0,2911.685,2585.21,2662.9,2695.671,2694.065
22.34,0,2333.288,2321.333,2335.871,2358.526,2335.148,0,2204.095,2137.89,2174.031,2158.62,2178.529,0,2802.909,2782.109,2787.581,2785.081,2783.535,0,224.9424,171.2309,177.3005,511.0713,171.836,0,1014.935,98.72275,594.5385,444.6445,910.1766,0,2910.165,2585.09,2661.374,2694.007,2693.127
22.35,0,2334.257,2322.08,2335.811,2357.816,2337.595,0,2202.785,2132.942,2174.385,2158.512,2181.812,0,2803.281,2781.539,2788.578,2783.54,2779.784,0,220.3412,170.2381,177.2531,509.1285,171.5361,0,1009.803,95.64062,593.7462,446.2375,909.4092,0,2908.437,2585.21,2659.922,2692.489,2692.365
22.36,0,2335.458,2323.082,2335.436,2356.976,2339.729,0,2201.289,2128.23,2174.742,2158.743,2185.73,0,2803.036,2780.225,2788.965,2782.681,2776.749,0,214.893,169.9161,176.9361,506.7155,171.5548,0,1005.02,93.18294,592.6696,447.7188,908.2451,0,2906.473,2585.506,2658.575,2691.174,2691.626
22.37,0,2336.737,2324.155,2334.764,2356.059,2341.354,0,2199.749,2124.122,2175.055,2159.428,2190.035,0,2802.277,2778.34,2788.741,2782.627,2774.715,0,208.7809,170.1864,176.4195,503.6572,171.7893,0,1000.7,91.38489,591.3755,448.83,906.3524,0,2904.274,2585.895,2657.354,2690.083,2690.729
22.38,0,2337.952,2325.109,2333.853,2355.123,2342.344,0,2198.323,2120.9,2175.274,2160.653,2194.45,0,2801.155,2776.139,2787.988,2783.427,2773.843,0,202.2213,170.8968,175.788,499.8425,172.1091,0,996.9042,90.20152,589.9687,449.3672,903.4656,0,2901.866,2586.279,2656.27,2689.197,2689.504
22.39,0,2338.987,2325.772,2332.792,2354.219,2342.645,0,2197.159,2118.746,2175.357,2162.45,2198.699,0,2799.841,2773.928,2786.846,2785.042,2774.154,0,195.4573,171.8555,175.1341,495.2282,172.3847,0,993.6348,89.53208,588.579,449.1973,899.4323,0,2899.305,2586.538,2655.321,2688.459,2687.823
22.4,0,2339.766,2326.009,2331.682,2353.389,2342.284,0,2196.379,2117.726,2175.273,2164.772,2202.526,0,2798.497,2772.013,2785.498,2787.352,2775.536,0,188.7484,172.8683,174.5506,489.8264,172.5133,0,990.8461,89.25099,587.3446,448.264,894.2434,0,2896.664,2586.527,2654.494,2687.783,2685.638
22.41,0,2340.264,2325.746,2330.629,2352.658,2341.355,0,2196.06,2117.795,2175.011,2167.486,2205.721,0,2797.255,2770.659,2784.137,2790.166,2777.769,0,182.3582,173.7727,174.1237,483.6773,172.4382,0,988.4573,89.23878,586.3925,446.582,888.0436,0,2894.029,2586.068,2653.76,2687.061,2682.997
22.42,0,2340.503,2324.981,2329.719,2352.035,2340.005,0,2196.234,2118.815,2174.575,2170.376,2208.136,0,2796.205,2770.056,2782.938,2793.238,2780.558,0,176.5379,174.4623,173.9248,476.8115,172.1566,0,986.3715,89.40596,585.8193,444.2245,881.1181,0,2891.487,2584.957,2653.081,2686.184,2680.049
22.43,0,2340.555,2323.796,2329.013,2351.516,2338.409,0,2196.882,2120.583,2173.985,2173.166,2209.693,0,2795.384,2770.305,2782.045,2796.297,2783.571,0,171.5081,174.8979,174.0023,469.2124,171.7173,0,984.4939,89.70515,585.6749,441.3039,873.8599,0,2889.121,2582.978,2652.41,2685.054,2677.027
22.44,0,2340.521,2322.344,2328.539,2351.085,2336.747,0,2197.942,2122.859,2173.272,2175.549,2210.383,0,2794.787,2771.412,2781.545,2799.071,2786.483,0,167.4421,175.1035,174.3745,460.7888,171.2074,0,982.7488,90.12967,585.9509,437.952,866.7204,0,2886.995,2579.936,2651.703,2683.601,2674.219
22.45,0,2340.519,2320.842,2328.287,2350.719,2335.188,0,2199.318,2125.406,2172.472,2177.235,2210.268,0,2794.377,2773.302,2781.472,2801.313,2789.009,0,164.4507,175.1495,175.0239,451.3673,170.7321,0,981.0885,90.70056,586.5771,434.3007,860.1517,0,2885.154,2575.697,2650.922,2681.791,2671.922
22.46,0,2340.66,2319.531,2328.217,2350.388,2333.862,0,2200.892,2128.012,2171.621,2177.985,2209.462,0,2794.094,2775.845,2781.804,2802.819,2790.93,0,162.574,175.1271,175.895,440.71,170.393,0,979.4974,91.44659,587.4282,430.4675,854.548,0,2883.614,2570.242,2650.037,2679.631,2670.396
22.47,0,2341.033,2318.654,2328.264,2350.065,2332.854,0,2202.54,2130.51,2170.747,2177.647,2208.119,0,2793.874,2778.875,2782.473,2803.433,2792.105,0,161.779,175.1217,176.8979,428.5551,170.2674,0,977.986,92.38315,588.3373,426.5471,850.1948,0,2882.358,2563.704,2649.036,2677.163,2669.822
22.48,0,2341.678,2318.406,2328.352,2349.723,2332.195,0,2204.134,2132.789,2169.873,2176.176,2206.42,0,2793.662,2782.212,2783.378,2803.062,2792.479,0,161.9648,175.1882,177.9166,414.6756,170.3928,0,976.5798,93.49593,589.1185,422.6091,847.2311,0,2881.343,2556.392,2647.918,2674.453,2670.266
22.49,0,2342.582,2318.908,2328.406,2349.341,2331.861,0,2205.559,2134.792,2169.012,2173.643,2204.553,0,2793.417,2785.682,2784.397,2801.668,2792.072,0,162.9737,175.3376,178.8233,398.9425,170.7592,0,975.3036,94.73336,589.5922,418.7018,845.6304,0,2880.493,2548.782,2646.691,2671.576,2671.666
22.5,0,2343.667,2320.179,2328.362,2348.913,2331.779,0,2206.712,2136.501,2168.168,2170.224,2202.699,0,2793.121,2789.12,2785.407,2799.278,2790.964,0,164.6069,175.5343,179.4957,381.3818,171.3088,0,974.1633,96.00919,589.6101,414.8601,845.2034,0,2879.713,2541.482,2645.374,2668.603,2673.828
22.51,0,2344.802,2322.128,2328.181,2348.442,2331.845,0,2207.51,2137.922,2167.338,2166.18,2201.014,0,2792.771,2792.374,2786.291,2795.975,2789.275,0,166.6425,175.7067,179.8353,362.2113,171.9429,0,973.1313,97.21461,589.0767,411.1137,845.6207,0,2878.892,2535.161,2643.99,2665.595,2676.456
22.52,0,2345.814,2324.559,2327.851,2347.953,2331.933,0,2207.89,2139.066,2166.513,2161.828,2199.615,0,2792.386,2795.298,2786.953,2791.905,2787.146,0,168.8543,175.7669,179.7835,341.8507,172.5365,0,972.1367,98.23653,587.9619,407.4954,846.4532,0,2877.917,2530.46,2642.566,2662.595,2679.18
22.53,0,2346.51,2327.195,2327.394,2347.483,2331.917,0,2207.811,2139.929,2165.681,2157.508,2198.571,0,2791.992,2797.753,2787.325,2787.272,2784.715,0,171.0291,175.6353,179.3322,320.9002,172.9578,0,971.0649,98.97749,586.3054,404.0443,847.2253,0,2876.684,2527.899,2641.142,2659.638,2681.61
22.54,0,2346.705,2329.712,2326.854,2347.082,2331.687,0,2207.258,2140.49,2164.831,2153.542,2197.888,0,2791.628,2799.606,2787.373,2782.337,2782.11,0,172.9814,175.2636,178.5268,300.0907,173.0902,0,969.7683,99.37295,584.2081,400.8053,847.4731,0,2875.11,2527.797,2639.76,2656.757,2683.386
22.55,0,2346.248,2331.781,2326.295,2346.804,2331.166,0,2206.243,2140.705,2163.955,2150.211,2197.518,0,2791.333,2800.737,2787.103,2777.401,2779.435,0,174.5658,174.6514,177.461,280.2113,172.8541,0,968.0851,99.40201,581.8169,397.8248,846.8005,0,2873.141,2530.213,2638.472,2653.995,2684.225
