time,ref1,finger1_exp1,finger1_exp2,finger1_exp3,finger1_exp4,finger1_exp5,ref2,finger2_exp1,finger2_exp2,finger2_exp3,finger2_exp4,finger2_exp5,ref3,finger3_exp1,finger3_exp2,finger3_exp3,finger3_exp4,finger3_exp5,force_ref1,force_finger1_exp1,force_finger1_exp2,force_finger1_exp3,force_finger1_exp4,force_finger1_exp5,force_ref2,force_finger2_exp1,force_finger2_exp2,force_finger2_exp3,force_finger2_exp4,force_finger2_exp5,force_ref3,force_finger3_exp1,force_finger3_exp2,force_finger3_exp3,force_finger3_exp4,force_finger3_exp5
11.12,2665,2619.044,2623.889,2636.646,2635.503,2637.881,2381,2353.32,2352.332,2363.484,2355.228,2352.84,2865,2845.304,2838.064,2839.847,2852.477,2859.087,2665,3712.585,3719.702,3731.778,3730.284,3739.018,2381,3740.867,3773.561,3792.318,3799.368,3806.321,2865,3796.642,3815.572,3820.827,3829.969,3818.71
11.13,2665,2620.73,2623.581,2635.921,2634.798,2636.615,2381,2353.997,2352.953,2362.739,2357.049,2351.666,2865,2846.529,2839.257,2838.902,2854.86,2856.538,2665,3712.784,3719.554,3731.184,3732.98,3738.832,2381,3740.575,3773.319,3791.819,3798.242,3806.678,2865,3799.365,3817.738,3820.086,3830.287,3818.874
11.14,2665,2622.558,2623.454,2635.146,2634.432,2635.5,2381,2354.882,2353.485,2361.878,2359.466,2350.964,2865,2847.88,2840.493,2838.078,2857.755,2853.924,2665,3713.031,3719.417,3730.436,3735.847,3738.673,2381,3740.279,3772.351,3791.252,3796.872,3806.83,2865,3801.374,3820.42,3819.481,3830.373,3819.009
11.15,2665,2624.33,2623.479,2634.437,2634.411,2634.642,2381,2355.749,2353.895,2360.943,2362.139,2350.832,2865,2849.121,2841.704,2837.368,2860.75,2851.529,2665,3713.334,3719.289,3729.628,3738.637,3738.578,2381,3739.971,3770.713,3790.641,3795.387,3806.784,2865,3802.538,3823.325,3819.087,3830.234,3819.1
11.16,2665,2625.859,2623.615,2633.882,2634.712,2634.113,2381,2356.379,2354.161,2359.986,2364.705,2351.315,2865,2850.035,2842.829,2836.751,2863.398,2849.608,2665,3713.698,3719.172,3728.864,3741.115,3738.569,2381,3739.66,3768.537,3790.021,3793.922,3806.568,2865,3802.829,3826.069,3818.943,3829.903,3819.14
11.17,2665,2626.99,2623.822,2633.538,2635.285,2633.948,2381,2356.595,2354.278,2359.067,2366.821,2352.395,2865,2850.454,2843.819,2836.196,2865.271,2848.352,2665,3714.121,3719.071,3728.243,3743.09,3738.654,2381,3739.376,3766.012,3789.429,3792.6,3806.222,2865,3802.314,3828.221,3819.045,3829.425,3819.125
11.18,2665,2627.623,2624.062,2633.411,2636.062,2634.139,2381,2356.297,2354.254,2358.259,2368.21,2353.992,2865,2850.278,2844.636,2835.67,2866.033,2847.863,2665,3714.587,3718.993,3727.849,3744.431,3738.827,2381,3739.164,3763.365,3788.905,3791.519,3805.796,2865,3801.137,3829.365,3819.335,3828.859,3819.058
11.19,2665,2627.723,2624.304,2633.461,2636.967,2634.639,2381,2355.482,2354.115,2357.639,2368.69,2355.964,2865,2849.49,2845.253,2835.151,2865.482,2848.147,2665,3715.073,3718.948,3727.736,3745.08,3739.069,2381,3739.072,3760.83,3788.483,3790.745,3805.344,2865,3799.499,3829.164,3819.708,3828.269,3818.946
11.2,2665,2627.329,2624.527,2633.61,2637.927,2635.365,2381,2354.252,2353.903,2357.281,2368.196,2358.125,2865,2848.154,2845.655,2834.631,2863.587,2849.111,2665,3715.546,3718.948,3727.924,3745.055,3739.351,2381,3739.146,3758.627,3788.186,3790.309,3804.917,2865,3797.626,3827.414,3820.018,3827.716,3818.796
11.21,2665,2626.551,2624.722,2633.749,2638.87,2636.214,2381,2352.803,2353.668,2357.246,2366.784,2360.26,2865,2846.401,2845.843,2834.125,2860.493,2850.578,2665,3715.969,3719,3728.394,3744.446,3739.641,2381,3739.415,3756.93,3788.024,3790.203,3804.56,2865,3795.737,3824.092,3820.103,3827.255,3818.621
11.22,2665,2625.56,2624.889,2633.766,2639.734,2637.073,2381,2351.393,2353.473,2357.567,2364.623,2362.156,2865,2844.417,2845.83,2833.67,2856.503,2852.312,2665,3716.304,3719.113,3729.096,3743.394,3739.908,2381,3739.881,3755.856,3787.996,3790.391,3804.31,2865,3794.025,3819.374,3819.812,3826.926,3818.431
11.23,2665,2624.561,2625.037,2633.565,2640.459,2637.833,2381,2350.308,2353.38,2358.24,2361.968,2363.616,2865,2842.404,2845.643,2833.324,2852.034,2854.052,2665,3716.519,3719.288,3729.948,3742.076,3740.128,2381,3740.518,3755.449,3788.085,3790.806,3804.185,2865,3792.633,3813.631,3819.039,3826.753,3818.238
11.24,2665,2623.773,2625.179,2633.087,2640.989,2638.403,2381,2349.808,2353.449,2359.218,2359.128,2364.493,2865,2840.565,2845.323,2833.159,2847.562,2855.542,2665,3716.591,3719.522,3730.853,3740.678,3740.288,2381,3741.271,3755.679,3788.271,3791.369,3804.191,2865,3791.646,3807.389,3817.74,3826.742,3818.057
11.25,2665,2623.4,2625.332,2632.325,2641.272,2638.72,2381,2350.09,2353.731,2360.412,2356.42,2364.705,2865,2839.068,2844.921,2833.256,2843.555,2856.569,2665,3716.51,3719.808,3731.708,3739.376,3740.382,2381,3742.066,3756.45,3788.524,3791.987,3804.318,2865,3791.092,3801.271,3815.959,3826.878,3817.9
11.26,2665,2623.599,2625.502,2631.328,2641.264,2638.751,2381,2351.247,2354.259,2361.702,2354.138,2364.243,2865,2838.03,2844.493,2833.696,2840.416,2856.994,2665,3716.278,3720.132,3732.417,3738.317,3740.42,2381,3742.815,3757.614,3788.814,3792.564,3804.541,2865,3790.944,3795.919,3813.818,3827.128,3817.779
11.27,2665,2624.456,2625.691,2630.195,2640.933,2638.5,2381,2353.25,2355.047,2362.945,2352.517,2363.177,2865,2837.507,2844.093,2834.551,2838.429,2856.769,2665,3715.909,3720.476,3732.904,3737.6,3740.419,2381,3743.439,3758.99,3789.114,3793.011,3804.824,2865,3791.137,3791.907,3811.497,3827.451,3817.703
11.28,2665,2625.975,2625.878,2629.063,2640.272,2638,2381,2355.941,2356.081,2363.999,2351.711,2361.646,2865,2837.493,2843.771,2835.873,2837.733,2855.954,2665,3715.427,3720.817,3733.121,3737.276,3740.405,2381,3743.873,3760.39,3789.4,3793.256,3805.125,2865,3791.576,3789.672,3809.2,3827.794,3817.677
11.29,2665,2628.07,2626.023,2628.081,2639.31,2637.304,2381,2359.055,2357.322,2364.737,2351.79,2359.844,2865,2837.928,2843.562,2837.686,2838.313,2854.71,2665,3714.864,3721.135,3733.052,3737.344,3740.407,2381,3744.082,3761.638,3789.655,3793.246,3805.4,2865,3792.158,3789.455,3807.11,3828.108,3817.705
11.3,2665,2630.573,2626.069,2627.387,2638.111,2636.483,2381,2362.253,2358.704,2365.066,2352.735,2357.992,2865,2838.717,2843.484,2839.976,2840.011,2853.28,2665,3714.251,3721.407,3732.714,3737.756,3740.46,2381,3744.063,3762.595,3789.867,3792.962,3805.608,2865,3792.786,3791.268,3805.356,3828.35,3817.784
11.31,2665,2633.253,2625.942,2627.088,2636.782,2635.608,2381,2365.169,2360.138,2364.937,2354.452,2356.315,2865,2839.75,2843.537,2842.685,2842.566,2851.959,2665,3713.625,3721.615,3732.152,3738.428,3740.603,2381,3743.845,3763.17,3790.027,3792.428,3805.718,2865,3793.374,3794.896,3803.985,3828.489,3817.909
11.32,2665,2635.845,2625.573,2627.241,2635.463,2634.741,2381,2367.464,2361.521,2364.354,2356.786,2355.011,2865,2840.931,2843.704,2845.711,2845.652,2851.051,2665,3713.015,3721.747,3731.434,3739.256,3740.882,2381,3743.487,3763.331,3790.133,3791.709,3805.708,2865,3793.861,3799.926,3802.965,3828.511,3818.069
11.33,2665,2638.087,2624.909,2627.847,2634.312,2633.933,2381,2368.881,2362.739,2363.366,2359.538,2354.228,2865,2842.192,2843.948,2848.913,2848.927,2850.825,2665,3712.447,3721.799,3730.64,3740.127,3741.347,2381,3743.064,3763.102,3790.185,3790.922,3805.574,2865,3794.212,3805.802,3802.201,3828.414,3818.25
11.34,2665,2639.745,2623.933,2628.844,2633.487,2633.215,2381,2369.277,2363.688,2362.063,2362.491,2354.048,2865,2843.508,2844.223,2852.114,2852.082,2851.472,2665,3711.94,3721.773,3729.853,3740.938,3742.052,2381,3742.659,3762.554,3790.183,3790.219,3805.329,2865,3794.417,3811.897,3801.569,3828.215,3818.439
11.35,2665,2640.65,2622.682,2630.122,2633.125,2632.603,2381,2368.648,2364.275,2360.559,2365.42,2354.483,2865,2844.891,2844.478,2855.116,2854.867,2853.071,2665,3711.506,3721.681,3729.149,3741.608,3743.044,2381,3742.347,3761.797,3790.13,3789.779,3804.996,2865,3794.487,3817.591,3800.96,3827.937,3818.622
11.36,2665,2640.716,2621.249,2631.534,2633.319,2632.107,2381,2367.123,2364.439,2358.972,2368.115,2355.479,2865,2846.384,2844.661,2857.716,2857.118,2855.574,2665,3711.148,3721.542,3728.592,3742.095,3744.354,2381,3742.192,3760.958,3790.029,3789.782,3804.611,2865,3794.451,3822.347,3800.314,3827.613,3818.789
11.37,2665,2639.951,2619.784,2632.917,2634.096,2631.735,2381,2364.94,2364.154,2357.412,2370.392,2356.933,2865,2848.028,2844.733,2859.722,2858.755,2858.802,2665,3710.864,3721.38,3728.226,3742.397,3745.981,2381,3742.231,3760.163,3789.884,3790.381,3804.212,2865,3794.347,3825.764,3799.648,3827.278,3818.933
11.38,2665,2638.451,2618.477,2634.116,2635.415,2631.506,2381,2362.408,2363.436,2355.965,2372.105,2358.711,2865,2849.842,2844.666,2860.974,2859.779,2862.472,2665,3710.648,3721.22,3728.074,3742.558,3747.881,2381,3742.479,3759.519,3789.701,3791.67,3803.839,2865,3794.219,3827.627,3799.059,3826.966,3819.055
11.39,2665,2636.394,2617.532,2635.003,2637.156,2631.447,2381,2359.855,2362.347,2354.692,2373.157,2360.677,2865,2851.792,2844.454,2861.359,2860.25,2866.229,2665,3710.496,3721.088,3728.137,3742.655,3749.962,2381,3742.919,3759.103,3789.487,3793.659,3803.525,2865,3794.109,3827.909,3798.713,3826.71,3819.162
11.4,2665,2634.011,2617.139,2635.493,2639.138,2631.596,2381,2357.58,2360.987,2353.625,2373.502,2362.703,2865,2853.777,2844.113,2860.828,2860.267,2869.698,2665,3710.405,3721.004,3728.396,3742.787,3752.078,2381,3743.516,3758.953,3789.255,3796.262,3803.296,2865,3794.056,3826.768,3798.814,3826.536,3819.266
11.41,2665,2631.566,2617.443,2635.558,2641.133,2631.995,2381,2355.814,2359.483,2352.774,2373.149,2364.687,2865,2855.632,2843.682,2859.405,2859.948,2872.542,2665,3710.386,3720.983,3728.816,3743.05,3754.051,2381,3744.21,3759.063,3789.019,3799.291,3803.164,2865,3794.087,3824.506,3799.564,3826.463,3819.383
11.42,2665,2629.323,2618.515,2635.222,2642.896,2632.675,2381,2354.697,2357.982,2352.135,2372.166,2366.553,2865,2857.146,2843.217,2857.188,2859.409,2874.502,2665,3710.461,3721.033,3729.349,3743.522,3755.678,2381,3744.932,3759.393,3788.793,3802.479,3803.133,2865,3794.222,3821.528,3801.114,3826.505,3819.528
11.43,2665,2627.517,2620.338,2634.566,2644.198,2633.645,2381,2354.265,2356.623,2351.706,2370.664,2368.247,2865,2858.094,2842.785,2854.353,2858.759,2875.44,2665,3710.664,3721.155,3729.942,3744.234,3756.767,2381,3745.61,3759.872,3788.597,3805.503,3803.196,2865,3794.465,3818.277,3803.534,3826.667,3819.714
11.44,2665,2626.332,2622.802,2633.708,2644.858,2634.881,2381,2354.46,2355.526,2351.489,2368.797,2369.729,2865,2858.279,2842.453,2851.134,2858.096,2875.348,2665,3711.04,3721.347,3730.539,3745.162,3757.158,2381,3746.172,3760.413,3788.452,3808.033,3803.338,2865,3794.807,3815.182,3806.786,3826.944,3819.946
11.45,2665,2625.881,2625.708,2632.791,2644.766,2636.319,2381,2355.156,2354.775,2351.498,2366.742,2370.961,2865,2857.574,2842.272,2847.815,2857.505,2874.341,2665,3711.64,3721.605,3731.085,3746.215,3756.754,2381,3746.556,3760.928,3788.379,3809.771,3803.539,2865,3795.225,3812.605,3810.717,3827.32,3820.22
11.46,2665,2626.195,2628.796,2631.959,2643.904,2637.858,2381,2356.182,2354.405,2351.757,2364.681,2371.903,2865,2855.95,2842.27,2844.697,2857.062,2872.629,2665,3712.51,3721.921,3731.532,3747.24,3755.535,2381,3746.717,3761.338,3788.396,3810.499,3803.777,2865,3795.685,3810.806,3815.08,3827.774,3820.522
11.47,2665,2627.222,2631.772,2631.348,2642.347,2639.365,2381,2357.353,2354.399,2352.296,2362.781,2372.505,2865,2853.494,2842.438,2842.066,2856.834,2870.477,2665,3713.679,3722.288,3731.841,3748.037,3753.569,2381,3746.627,3761.589,3788.518,3810.106,3804.029,2865,3796.143,3809.919,3819.554,3828.276,3820.829
11.48,2665,2628.835,2634.347,2631.057,2640.251,2640.693,2381,2358.5,2354.695,2353.138,2361.174,2372.714,2865,2850.405,2842.732,2840.163,2856.87,2868.156,2665,3715.147,3722.698,3731.983,3748.387,3751.011,2381,3746.283,3761.653,3788.755,3808.612,3804.277,2865,3796.552,3809.951,3823.795,3828.793,3821.111
11.49,2665,2630.844,2636.271,2631.146,2637.838,2641.703,2381,2359.489,2355.19,2354.289,2359.943,2372.481,2865,2846.966,2843.073,2839.152,2857.193,2865.902,2665,3716.874,3723.138,3731.946,3748.084,3748.086,2381,3745.702,3761.534,3789.104,3806.162,3804.506,2865,3796.87,3810.795,3827.473,3829.299,3821.334
11.5,2665,2633.021,2637.368,2631.625,2635.361,2642.281,2381,2360.229,2355.764,2355.729,2359.114,2371.772,2865,2843.512,2843.362,2839.096,2857.793,2863.882,2665,3718.771,3723.595,3731.731,3746.978,3745.064,2381,3744.927,3761.263,3789.556,3803.011,3804.709,2865,3797.061,3812.254,3830.315,3829.773,3821.469
11.51,2665,2635.125,2637.556,2632.455,2633.078,2642.356,2381,2360.68,2356.297,2357.403,2358.655,2370.58,2865,2840.384,2843.49,2839.946,2858.616,2862.18,2665,3720.706,3724.048,3731.357,3745.007,3742.229,2381,3744.02,3760.894,3790.089,3799.493,3804.884,2865,3797.104,3814.078,3832.14,3830.208,3821.494
11.52,2665,2636.932,2636.856,2633.556,2631.222,2641.919,2381,2360.849,2356.687,2359.219,2358.488,2368.933,2865,2837.883,2843.36,2841.544,2859.562,2860.796,2665,3722.513,3724.47,3730.862,3742.222,3739.85,2381,3743.062,3760.491,3790.674,3795.976,3805.035,2865,3796.996,3816.002,3832.875,3830.613,3821.399
11.53,2665,2638.252,2635.388,2634.814,2629.978,2641.019,2381,2360.778,2356.863,2361.053,2358.495,2366.896,2865,2836.233,2842.898,2843.649,2860.491,2859.659,2665,3724.005,3724.834,3730.296,3738.798,3738.143,2381,3742.144,3760.122,3791.272,3792.818,3805.167,2865,3796.754,3817.779,3832.562,3831.003,3821.189
11.54,2665,2638.96,2633.349,2636.1,2629.466,2639.758,2381,2360.536,2356.799,2362.761,2358.545,2364.569,2865,2835.559,2842.073,2845.959,2861.243,2858.655,2665,3725.003,3725.105,3729.722,3735.014,3737.249,2381,3741.361,3759.845,3791.844,3790.325,3805.284,2865,3796.408,3819.211,3831.346,3831.404,3820.886
11.55,2665,2639.003,2630.991,2637.272,2629.735,2638.283,2381,2360.203,2356.509,2364.191,2358.503,2362.074,2865,2835.87,2840.898,2848.157,2861.656,2857.652,2665,3725.36,3725.254,3729.205,3731.233,3737.22,2381,3740.797,3759.7,3792.349,3788.714,3805.385,2865,3796.007,3820.173,3829.451,3831.835,3820.529
11.56,2665,2638.406,2628.584,2638.199,2630.761,2636.764,2381,2359.861,2356.042,2365.201,2358.249,2359.548,2865,2837.073,2839.43,2849.953,2861.6,2856.533,2665,3724.981,3725.253,3728.806,3727.849,3738.016,2381,3740.524,3759.709,3792.752,3788.091,3805.464,2865,3795.603,3820.615,3827.153,3832.309,3820.165
11.57,2665,2637.271,2626.382,2638.768,2632.451,2635.368,2381,2359.583,2355.473,2365.674,2357.69,2357.124,2865,2838.987,2837.765,2851.119,2860.998,2855.215,2665,3723.849,3725.081,3728.577,3725.236,3739.512,2381,3740.585,3759.872,3793.025,3788.445,3805.502,2865,3795.254,3820.567,3824.745,3832.82,3819.85
11.58,2665,2635.767,2624.595,2638.9,2634.651,2634.239,2381,2359.429,2354.887,2365.535,2356.774,2354.918,2865,2841.369,2836.023,2851.517,2859.85,2853.669,2665,3722.022,3724.727,3728.551,3723.698,3741.513,2381,3740.993,3760.167,3793.151,3789.655,3805.478,2865,3795.01,3820.124,3822.497,3833.345,3819.637
11.59,2665,2634.106,2623.364,2638.557,2637.167,2633.479,2381,2359.437,2354.363,2364.758,2355.498,2353.024,2865,2843.955,2834.33,2851.112,2858.234,2851.924,2665,3719.643,3724.197,3728.74,3723.422,3743.788,2381,3741.723,3760.562,3793.129,3791.509,3805.363,2865,3794.905,3819.422,3820.638,3833.844,3819.569
11.6,2665,2632.52,2622.754,2637.75,2639.776,2633.137,2381,2359.624,2353.967,2363.369,2353.907,2351.502,2865,2846.487,2832.806,2849.969,2856.306,2850.064,2665,3716.919,3723.509,3729.133,3724.454,3746.093,2381,3742.719,3761.015,3792.967,3793.741,3805.133,2865,3794.957,3818.622,3819.323,3834.265,3819.675
11.61,2665,2631.231,2622.753,2636.543,2642.254,2633.201,2381,2359.986,2353.745,2361.447,2352.103,2350.379,2865,2848.747,2831.548,2848.237,2854.273,2848.215,2665,3714.099,3722.699,3729.695,3726.687,3748.204,2381,3743.895,3761.485,3792.689,3796.06,3804.77,2865,3795.159,3817.88,3818.632,3834.549,3819.962
11.62,2665,2630.42,2623.283,2635.045,2644.392,2633.605,2381,2360.499,2353.718,2359.113,2350.229,2349.657,2865,2850.57,2830.623,2846.121,2852.366,2846.528,2665,3711.447,3721.818,3730.375,3729.879,3749.94,2381,3745.143,3761.933,3792.324,3798.192,3804.271,2865,3795.482,3817.324,3818.566,3834.646,3820.414
11.63,2665,2630.201,2624.219,2633.4,2646.017,2634.248,2381,2361.117,2353.889,2356.52,2348.457,2349.313,2865,2851.863,2830.064,2843.851,2850.807,2845.156,2665,3709.209,3720.927,3731.107,3733.684,3751.181,2381,3746.348,3762.332,3791.906,3799.911,3803.653,2865,3795.874,3817.046,3819.062,3834.518,3820.997
11.64,2665,2630.599,2625.413,2631.776,2647.013,2635.006,2381,2361.779,2354.241,2353.837,2346.975,2349.316,2865,2852.601,2829.875,2841.648,2849.773,2844.233,2665,3707.583,3720.097,3731.821,3737.694,3751.876,2381,3747.395,3762.67,3791.466,3801.058,3802.953,2865,3796.269,3817.083,3820.01,3834.146,3821.656
11.65,2665,2631.552,2626.713,2630.339,2647.321,2635.761,2381,2362.414,2354.747,2351.239,2345.958,2349.627,2865,2852.818,2830.03,2839.695,2849.37,2843.862,2665,3706.7,3719.395,3732.447,3741.494,3752.044,2381,3748.184,3762.952,3791.029,3801.559,3802.227,2865,3796.595,3817.428,3821.28,3833.534,3822.328
11.66,2665,2632.914,2627.989,2629.236,2646.944,2636.418,2381,2362.948,2355.373,2348.888,2345.552,2350.209,2865,2852.601,2830.489,2838.115,2849.621,2844.091,2665,3706.605,3718.883,3732.924,3744.712,3751.763,2381,3748.639,3763.204,3790.612,3801.424,3801.55,2865,3796.783,3818.029,3822.743,3832.709,3822.947
11.67,2665,2634.483,2629.14,2628.577,2645.941,2636.922,2381,2363.314,2356.082,2346.924,2345.854,2351.026,2865,2852.074,2831.197,2836.966,2850.459,2844.915,2665,3707.259,3718.611,3733.203,3747.062,3751.157,2381,3748.717,3763.474,3790.226,3800.74,3801,2865,3796.782,3818.811,3824.294,3831.714,3823.453
11.68,2665,2636.028,2630.104,2628.414,2644.413,2637.261,2381,2363.461,2356.84,2345.455,2346.901,2352.042,2865,2851.379,2832.095,2836.234,2851.746,2846.27,2665,3708.539,3718.613,3733.258,3748.372,3750.372,2381,3748.403,3763.828,3789.875,3799.65,3800.655,2865,3796.563,3819.69,3825.861,3830.608,3823.799
11.69,2665,2637.333,2630.859,2628.743,2642.49,2637.463,2381,2363.363,2357.615,2344.548,2348.663,2353.222,2865,2850.665,2833.123,2835.85,2853.287,2848.039,2665,3710.263,3718.905,3733.078,3748.599,3749.556,2381,3747.713,3764.335,3789.562,3798.338,3800.578,2865,3796.134,3820.594,3827.404,3829.455,3823.956
11.7,2665,2638.224,2631.413,2629.496,2640.317,2637.587,2381,2363.024,2358.375,2344.227,2351.045,2354.516,2865,2850.068,2834.222,2835.708,2854.864,2850.068,2665,3712.211,3719.49,3732.676,3747.826,3748.843,2381,3746.687,3765.062,3789.291,3796.996,3800.808,2865,3795.533,3821.472,3828.91,3828.318,3823.916
11.71,2665,2638.603,2631.795,2630.558,2638.049,2637.702,2381,2362.475,2359.09,2344.473,2353.899,2355.866,2865,2849.706,2835.336,2835.688,2856.269,2852.172,2665,3714.153,3720.361,3732.084,3746.244,3748.33,2381,3745.377,3766.049,3789.072,3795.807,3801.354,2865,3794.829,3822.305,3830.377,3827.254,3823.694
11.72,2665,2638.455,2632.041,2631.782,2635.838,2637.876,2381,2361.773,2359.728,2345.229,2357.037,2357.198,2865,2849.656,2836.412,2835.686,2857.329,2854.162,2665,3715.876,3721.499,3731.352,3744.119,3748.075,2381,3743.848,3767.297,3788.916,3794.917,3802.185,2865,3794.114,3823.101,3831.798,3826.312,3823.322
11.73,2665,2637.848,2632.181,2633.011,2633.829,2638.155,2381,2360.991,2360.255,2346.407,2360.249,2358.425,2865,2849.953,2837.404,2835.632,2857.932,2855.861,2665,3717.21,3722.88,3730.542,3741.754,3748.091,2381,3742.162,3768.762,3788.841,3794.428,3803.238,2865,3793.488,3823.886,3833.146,3825.522,3822.85
11.74,2665,2636.92,2632.232,2634.107,2632.154,2638.559,2381,2360.202,2360.636,2347.903,2363.325,2359.454,2865,2850.589,2838.268,2835.511,2858.033,2857.125,2665,3718.044,3724.469,3729.724,3739.456,3748.348,2381,3740.382,3770.344,3788.861,3794.38,3804.422,2865,3793.046,3824.688,3834.37,3824.903,3822.333
11.75,2665,2635.85,2632.196,2634.965,2630.923,2639.074,2381,2359.471,2360.837,2349.608,2366.07,2360.2,2865,2851.508,2838.972,2835.364,2857.656,2857.856,2665,3718.332,3726.214,3728.969,3737.491,3748.785,2381,3738.555,3771.903,3788.99,3794.758,3805.626,2865,3792.863,3825.527,3835.393,3824.457,3821.827
11.76,2665,2634.827,2632.055,2635.534,2630.223,2639.659,2381,2358.848,2360.832,2351.418,2368.322,2360.593,2865,2852.618,2839.49,2835.285,2856.88,2858.019,2665,3718.095,3728.046,3728.345,3736.061,3749.321,2381,3736.718,3773.271,3789.235,3795.493,3806.732,2865,3792.977,3826.396,3836.127,3824.175,3821.387
11.77,2665,2634.013,2631.781,2635.817,2630.101,2640.25,2381,2358.358,2360.607,2353.246,2369.96,2360.594,2865,2853.808,2839.806,2835.402,2855.822,2857.642,2665,3717.412,3729.872,3727.908,3735.287,3749.867,2381,3734.894,3774.277,3789.597,3796.476,3807.635,2865,3793.39,3827.263,3836.48,3824.039,3821.052
11.78,2665,2633.522,2631.344,2635.872,2630.561,2640.772,2381,2358.007,2360.166,2355.023,2370.912,2360.203,2865,2854.953,2839.918,2835.853,2854.61,2856.813,2665,3716.402,3731.578,3727.695,3735.202,3750.341,2381,3733.099,3774.77,3790.065,3797.574,3808.249,2865,3794.06,3828.063,3836.382,3824.025,3820.849
11.79,2665,2633.395,2630.715,2635.793,2631.562,2641.149,2381,2357.781,2359.531,2356.704,2371.154,2359.464,2865,2855.94,2839.834,2836.761,2853.369,2855.67,2665,3715.209,3733.036,3727.727,3735.757,3750.675,2381,3731.344,3774.644,3790.623,3798.647,3808.522,2865,3794.907,3828.716,3835.796,3824.11,3820.787
11.8,2665,2633.595,2629.885,2635.692,2633.011,2641.313,2381,2357.651,2358.75,2358.26,2370.713,2358.46,2865,2856.672,2839.58,2838.207,2852.203,2854.383,2665,3713.981,3734.117,3727.999,3736.834,3750.825,2381,3729.655,3773.856,3791.246,3799.568,3808.444,2865,3795.829,3829.128,3834.733,3824.272,3820.859
11.81,2665,2634.013,2628.862,2635.68,2634.776,2641.215,2381,2357.583,2357.885,2359.678,2369.659,2357.311,2865,2857.078,2839.2,2840.207,2851.188,2853.131,2665,3712.853,3734.707,3728.487,3738.269,3750.772,2381,3728.075,3772.433,3791.906,3800.236,3808.042,2865,3796.712,3829.22,3833.259,3824.493,3821.045
11.82,2665,2634.489,2627.686,2635.847,2636.689,2640.829,2381,2357.541,2357.013,2360.954,2368.1,2356.154,2865,2857.122,2838.758,2842.7,2850.375,2852.08,2665,3711.932,3734.72,3729.146,3739.875,3750.524,2381,3726.673,3770.471,3792.573,3800.587,3807.381,2865,3797.448,3828.933,3831.483,3824.76,3821.309
11.83,2665,2634.84,2626.425,2636.247,2638.564,2640.157,2381,2357.496,2356.211,2362.085,2366.174,2355.129,2865,2856.791,2838.343,2845.551,2849.788,2851.354,2665,3711.292,3734.121,3729.923,3741.467,3750.105,2381,3725.545,3768.124,3793.22,3800.6,3806.553,2865,3797.953,3828.242,3829.554,3825.064,3821.611
11.84,2665,2634.894,2625.17,2636.892,2640.217,2639.229,2381,2357.429,2355.553,2363.072,2364.038,2354.363,2865,2856.104,2838.068,2848.557,2849.436,2851.019,2665,3710.968,3732.928,3730.753,3742.884,3749.558,2381,3724.804,3765.587,3793.82,3800.3,3805.666,2865,3798.176,3827.168,3827.633,3825.396,3821.908
11.85,2665,2634.522,2624.032,2637.752,2641.485,2638.101,2381,2357.336,2355.095,2363.91,2361.854,2353.954,2865,2855.099,2838.068,2851.472,2849.318,2851.075,2665,3710.957,3731.22,3731.578,3744.002,3748.931,2381,3724.567,3763.066,3794.351,3799.747,3804.832,2865,3798.113,3825.773,3825.884,3825.743,3822.158
11.86,2665,2633.666,2623.125,2638.758,2642.246,2636.849,2381,2357.229,2354.867,2364.592,2359.784,2353.955,2865,2853.836,2838.486,2854.038,2849.424,2851.452,2665,3711.228,3729.13,3732.342,3744.75,3748.274,2381,3724.93,3760.76,3794.794,3799.034,3804.147,2865,3797.802,3824.154,3824.44,3826.094,3822.329
11.87,2665,2632.354,2622.552,2639.817,2642.436,2635.56,2381,2357.135,2354.872,2365.104,2357.974,2354.371,2865,2852.392,2839.461,2856.019,2849.738,2852.025,2665,3711.726,3726.833,3733.007,3745.108,3747.634,2381,3725.952,3758.834,3795.135,3798.271,3803.688,2865,3797.327,3822.434,3823.397,3826.431,3822.399
11.88,2665,2630.7,2622.388,2640.823,2642.055,2634.324,2381,2357.094,2355.08,2365.434,2356.548,2355.156,2865,2850.856,2841.104,2857.236,2850.233,2852.637,2665,3712.382,3724.525,3733.544,3745.105,3747.051,2381,3727.637,3757.402,3795.363,3797.574,3803.5,2865,3796.803,3820.746,3822.8,3826.736,3822.36
11.89,2665,2628.896,2622.673,2641.671,2641.172,2633.225,2381,2357.151,2355.435,2365.567,2355.598,2356.215,2865,2849.333,2843.472,2857.592,2850.876,2853.12,2665,3713.124,3722.405,3733.943,3744.809,3746.556,2381,3729.926,3756.522,3795.472,3797.043,3803.595,2865,3796.362,3819.218,3822.638,3826.995,3822.226
11.9,2665,2627.18,2623.401,2642.272,2639.909,2632.329,2381,2357.348,2355.867,2365.493,2355.174,2357.42,2865,2847.933,2846.552,2857.095,2851.621,2853.331,2665,3713.884,3720.649,3734.202,3744.315,3746.173,2381,3732.689,3756.189,3795.458,3796.758,3803.95,2865,3796.13,3817.956,3822.854,3827.199,3822.029
